voltage_V,temperature_C,current_A,fault
958.2120,51.2555,44.0125,0
997.9337,61.1177,-45.8937,0
1063.1960,46.5312,-28.7216,0
1027.7635,53.5610,-16.6215,0
1180.1300,46.1249,0.7828,1
814.1514,61.7202,-66.8887,1
994.7568,58.3853,42.2781,0
971.5755,84.1601,-60.7266,1
1000.8207,39.2150,-40.7738,0
822.9748,45.0309,-24.6884,1
1056.0173,34.9361,12.6782,0
994.7614,58.7471,-19.4649,0
944.4016,41.8636,-9.0878,0
1155.5177,49.1333,75.4614,1
1020.3527,50.3722,2.1942,0
981.7515,58.8356,-21.5467,0
1235.0178,66.2671,-55.3278,1
1045.3141,40.8883,19.1298,0
968.1661,59.4654,50.4998,0
856.0178,48.1617,75.3237,1
1016.8665,45.9384,47.5329,0
992.0472,61.9835,14.6939,0
1055.6549,88.3091,51.6782,1
1234.8849,50.0700,13.2749,1
1035.7527,45.1355,30.9230,0
804.2145,48.2570,-28.1418,1
1006.9277,112.7595,-37.5311,1
1020.4590,59.7997,-77.4504,0
995.3961,42.2751,52.9279,0
1010.3274,53.1269,-39.1551,0
995.1532,56.4794,11.6727,0
1027.7001,36.8771,35.1553,0
998.6111,47.5575,-75.2517,0
1001.8545,80.3265,-76.9969,1
983.8914,56.0444,39.8910,0
755.3651,54.7151,-50.7328,1
1028.5607,54.1994,-66.7950,0
817.9256,59.4885,-19.7803,1
984.8903,43.7355,-64.2690,0
1001.2310,93.0056,8.6140,1
1041.7642,31.5464,56.1460,0
1177.5095,53.0017,-39.1459,1
976.9427,60.0055,-10.2081,0
1000.2443,34.0245,-4.9211,0
964.0162,34.6719,38.2244,0
1028.5028,28.2915,-79.3118,0
989.2704,76.5933,33.3599,1
1005.8622,34.5159,-44.5698,0
964.7927,38.7356,17.7684,0
1008.4891,57.6678,42.8182,0
976.6840,28.5181,68.6155,0
1038.4987,49.1627,-9.4218,0
984.9785,45.2756,49.0084,0
990.6406,58.1547,45.6586,0
1027.3605,80.1373,-38.8617,1
859.8164,53.1573,38.9302,1
1055.0770,39.0332,46.5819,0
1177.8119,66.7861,41.7695,1
977.3108,39.0126,-0.9210,0
846.4628,54.5936,14.3939,1
958.1984,58.6844,-68.8376,0
1143.6029,55.6224,-44.0525,1
957.9889,126.4654,2.4217,1
976.9018,52.1332,16.9277,0
1056.4680,47.6484,-7.9409,0
990.2184,30.7500,-30.4301,0
1064.9316,45.6684,29.6887,0
1189.7258,60.9107,55.0682,1
1048.4696,38.1311,65.9375,0
937.7344,35.6924,-32.7584,0
1244.9482,44.2576,67.8885,1
919.4047,40.0948,71.5106,0
1003.5099,33.6260,46.3313,0
763.8787,57.7335,-44.8414,1
1016.4521,59.8870,24.8506,0
808.2923,51.5621,3.3597,1
1040.1942,49.8505,33.3573,0
1037.2458,45.7392,-55.5859,0
1062.0620,83.6058,40.6074,1
1013.4042,57.7090,-45.3887,0
1038.5363,41.4127,-66.9848,0
963.4741,29.1145,27.1253,0
787.6983,48.2506,11.6105,1
973.4760,33.1629,22.5314,0
761.2317,58.0128,33.6759,1
1030.3071,79.0842,-20.5734,1
996.6997,47.9512,-16.3399,0
987.6948,56.9355,-38.5403,0
959.1432,45.9740,64.8203,0
973.7078,60.5227,74.6605,0
996.6613,32.6863,-66.6251,0
1029.4080,33.8520,12.7870,0
989.2396,93.3607,32.3968,1
971.0258,50.6463,-74.3751,0
1014.2760,36.9762,-57.4730,0
1047.2615,47.9595,-40.2688,0
987.1818,59.4465,75.9894,0
996.3861,29.6114,60.6318,0
986.2330,101.1591,-56.1345,1
986.5016,30.7422,-55.7252,0
1026.7556,33.9463,-4.7726,0
1014.2080,55.7472,43.7717,0
1007.0494,37.2994,-15.8406,0
989.8289,61.3039,68.1169,0
1019.5822,95.0464,35.9676,1
988.3505,60.6341,57.5911,0
986.8444,121.1041,42.4527,1
975.6082,38.1074,69.0655,0
981.4017,96.3530,-76.1648,1
1157.6129,56.9492,-18.1525,1
987.1497,82.1541,-6.4675,1
1005.4884,43.7247,-19.4275,0
1009.8066,127.5077,-52.3590,1
1026.4952,58.8225,70.8145,0
988.3990,55.1983,34.2768,0
1017.1000,32.3463,12.9450,0
1089.9719,47.3412,-79.3365,0
980.1562,49.8589,21.0320,0
997.5799,52.7414,39.5076,0
971.5795,85.7268,-40.4442,1
986.3897,39.1933,-56.4574,0
1050.9020,53.3253,-4.3389,0
1030.9176,36.6735,-10.0238,0
850.9265,64.1036,7.3651,1
951.3697,45.7522,17.7287,0
1026.2948,37.6147,-58.4966,0
982.8133,76.8729,40.0971,1
1024.4803,50.9712,-7.5990,0
1040.4774,46.3085,-32.8363,0
1017.6983,41.2446,8.5267,0
1038.0912,82.8508,-47.5430,1
837.8352,64.1872,-74.1861,1
1232.7184,57.2900,63.0575,1
1006.9302,46.3948,52.6751,0
982.3088,51.0937,-61.3011,0
999.3463,110.6223,49.5473,1
1002.3984,42.4025,-7.7057,0
976.5427,36.8704,55.5065,0
1003.2601,37.3292,17.2249,0
1000.8784,53.3088,-29.0441,0
1027.1047,50.9723,4.2452,0
830.1935,41.7513,-8.2853,1
971.3320,30.8364,19.9244,0
1038.8219,59.6321,36.0744,0
972.4061,33.3831,75.3089,0
1161.5503,46.2491,-33.1592,1
1198.0087,42.2626,40.7601,1
1061.8967,32.5242,0.5080,0
1034.9434,79.7730,65.5413,1
958.7688,46.8974,-5.4735,0
957.7609,56.9329,-4.6688,0
1022.6834,45.3056,8.3718,0
1030.8138,90.1515,47.0426,1
996.3875,38.5140,-73.1893,0
1022.2651,80.3695,-41.5789,1
767.9249,57.9515,42.6085,1
974.7784,61.2238,-69.7421,0
1016.8700,36.8271,9.8071,0
994.6301,34.7955,-40.6222,0
791.6108,56.7360,-60.4285,1
961.7117,105.4294,32.2761,1
989.5422,98.9351,19.7833,1
1013.1517,42.1262,-3.3959,0
990.2296,100.9887,-28.8130,1
1001.0668,47.6741,-5.8145,0
1219.3158,50.8857,-29.6806,1
1021.2512,39.1750,-40.1992,0
972.9857,32.5117,33.0185,0
995.6838,44.8146,51.7324,0
1012.6647,45.2534,60.3377,0
1000.8101,118.6464,51.9998,1
996.1294,57.7351,-55.5606,0
994.3732,79.6487,70.4945,1
1014.5677,101.9568,3.7493,1
971.7341,102.2916,41.0713,1
784.7914,66.7132,-10.8301,1
976.2151,31.8142,9.3518,0
1013.9803,50.4135,-51.3315,0
1036.6704,34.4530,-43.2427,0
1001.7498,52.0040,-31.0799,0
969.0696,32.0033,-68.6442,0
1008.2487,47.4029,2.9155,0
967.1858,57.6810,32.9651,0
958.3377,40.2167,31.8884,0
1006.6320,61.8638,46.1964,0
1000.8959,40.5544,69.9834,0
956.4815,48.6448,-6.4208,0
1018.7924,98.0659,66.1186,1
986.9789,39.6263,-71.8968,0
936.8731,43.4451,71.7886,0
979.3531,89.3919,-43.9710,1
993.1439,30.7206,-4.3375,0
973.6931,41.5166,-9.9422,0
1007.9554,57.4483,-24.1737,0
993.0298,59.6414,6.8371,0
994.0366,38.0379,52.2655,0
1009.9844,57.8165,-9.0512,0
766.1868,62.8156,14.5878,1
1054.8256,51.9664,4.4537,0
970.9039,50.3161,-20.1907,0
998.1716,41.2316,38.8060,0
1014.4382,47.8531,-3.3458,0
1034.2429,57.1471,46.0303,0
800.8621,45.4589,52.6157,1
992.2427,36.6300,11.1945,0
1030.0424,58.3122,17.5489,0
995.6772,84.5653,31.0202,1
1013.1833,28.1772,-11.1692,0
1167.0350,49.3460,-62.3704,1
973.9557,58.8962,23.2502,0
1220.4644,62.8218,70.0111,1
1038.4603,57.2538,19.9966,0
1034.5031,56.2700,65.9379,0
1012.0637,30.1209,-25.5373,0
984.4030,37.5657,45.7656,0
969.6617,57.1188,-39.8063,0
1006.5558,52.9331,75.1644,0
991.5432,95.8023,-24.7169,1
959.9443,55.8659,-61.6062,0
1008.6128,49.8992,-33.9799,0
1010.8120,30.2133,48.2944,0
1030.5522,33.5125,41.1292,0
983.5217,48.2155,11.9765,0
1000.7550,38.1351,-52.0568,0
799.8889,64.2504,35.5306,1
812.1624,52.1070,-55.9742,1
978.9005,111.6979,-11.2222,1
987.6494,61.6293,79.1348,0
1244.2725,59.9465,-47.0667,1
1201.4900,49.3228,39.7982,1
1005.6406,31.7013,-78.8180,0
998.3541,50.2210,-46.0942,0
1013.4105,53.3088,-59.0801,0
1059.6252,56.6291,-7.2235,0
1003.2667,30.8739,79.4146,0
1051.4874,40.9163,36.0844,0
979.9567,54.0895,78.6129,0
984.6095,34.9066,10.8913,0
1031.1838,30.3038,2.8499,0
1026.1825,55.7830,-57.5997,0
1002.0863,30.0786,-50.5993,0
779.3021,52.8736,75.8442,1
1002.5173,59.8600,-21.1183,0
981.4207,41.0876,27.6587,0
970.9139,120.6173,22.7290,1
974.8513,47.4793,58.3042,0
1031.0240,121.0440,68.6712,1
988.3715,93.5015,-25.0063,1
806.7795,59.5156,70.7191,1
1040.4644,37.6675,23.9088,0
1022.7386,51.9428,-33.3192,0
977.3374,54.3597,-29.1969,0
1002.4695,78.8036,-5.5597,1
985.1002,98.3517,-37.7598,1
991.9348,29.5910,-34.1271,0
926.2731,54.0983,12.2276,0
997.0989,52.6961,26.7658,0
771.4726,47.9171,-6.0691,1
1144.8180,56.5601,58.7249,1
1006.1149,97.6656,59.1373,1
979.1584,76.7203,70.7092,1
963.2424,54.8134,-16.6068,0
995.0266,51.4791,79.4792,0
997.9880,38.0839,67.9917,0
1037.4474,38.2834,72.3555,0
1016.5138,46.2503,-14.3282,0
1020.0597,42.7084,-54.7649,0
986.4029,48.0352,52.6838,0
860.9371,55.6813,4.6104,1
817.5089,53.9831,68.2014,1
971.4880,46.8276,9.4319,0
1045.4731,52.8748,-56.0224,0
1050.1017,101.6043,-65.1026,1
994.3386,55.6937,-71.1181,0
990.4052,52.3972,-74.8508,0
1019.4467,34.9733,7.9967,0
1021.1542,40.4815,67.1559,0
1037.4749,47.7516,30.2182,0
978.1049,31.7200,-5.0399,0
1006.1497,54.3636,-46.9747,0
1186.2582,61.0252,-7.7477,1
988.5365,54.6084,60.2532,0
965.8383,46.4097,46.8998,0
1036.5975,47.6245,-23.6197,0
966.1805,52.0432,-76.1920,0
953.0260,43.3522,79.2772,0
1074.4666,112.9323,-76.8814,1
993.7139,90.4308,-8.9635,1
1136.2749,63.9208,67.0313,1
964.9681,28.8910,-51.1158,0
1197.2411,40.2826,-47.7603,1
1001.1407,54.6302,-42.0225,0
1019.8758,50.9163,-56.2226,0
957.6285,58.9282,23.1878,0
967.7299,37.3174,-50.1861,0
1162.4108,50.6796,3.5286,1
1049.7599,49.1542,-8.4438,0
1012.3725,129.0279,-30.3195,1
952.5121,108.8137,40.4906,1
1029.2460,123.9032,-27.9443,1
1214.1630,59.3545,65.4752,1
981.0906,44.0446,10.8953,0
982.9221,59.3906,-54.3035,0
780.5375,59.3931,58.3976,1
1000.4807,34.3348,1.9309,0
1172.1083,57.4343,-3.2839,1
997.5701,55.1727,-16.0384,0
987.2002,108.8117,-36.2812,1
1029.0079,32.0818,-76.1214,0
1051.9851,58.5583,-67.2153,0
956.8236,53.1452,36.8970,0
994.0290,30.1682,-5.5372,0
1024.5521,117.8476,-61.2158,1
1001.6511,99.2589,-60.0975,1
969.4800,50.0280,35.6123,0
1002.8341,32.3715,-68.8618,0
1023.6683,122.6960,27.3563,1
1000.6450,48.7119,49.4395,0
918.6651,45.6120,-6.2715,0
970.7712,55.2293,-39.0906,0
1052.2036,60.5579,-23.8242,0
1005.9114,31.5828,-60.6091,0
999.0618,42.9343,-2.1539,0
963.4985,43.6408,66.3631,0
1019.2031,45.0863,-46.6173,0
787.9574,43.3943,-64.3355,1
1145.5793,62.9025,33.3376,1
1013.1728,53.3611,65.5354,0
1000.2123,53.7918,36.7503,0
1016.5961,42.0516,8.1178,0
969.9749,126.1272,-24.3870,1
1028.6100,36.1734,-56.0060,0
1006.2863,30.4264,-72.1025,0
1015.6575,57.5101,-71.0463,0
1024.6849,53.9791,13.0985,0
964.6346,61.7281,-10.7807,0
1009.3214,30.0170,70.3801,0
789.2729,58.3428,33.7786,1
1042.9862,39.4960,-17.6320,0
1017.3884,28.7608,60.9998,0
992.3657,42.9095,-17.4377,0
927.1707,57.2206,-1.7470,0
1050.0233,54.0746,-62.9210,0
1016.5524,53.1000,68.9563,0
1010.3771,29.7366,-62.5311,0
859.7005,40.2538,-47.1980,1
844.9713,54.8421,-25.2616,1
961.8881,34.5408,17.6688,0
1016.4875,33.5007,-79.3835,0
1035.3093,36.6648,-21.3412,0
778.9265,54.3431,-56.7766,1
1018.5936,31.5212,-49.9330,0
950.3297,36.0368,-70.0828,0
1010.8845,29.7855,-45.2481,0
1180.7653,57.6713,-33.1358,1
775.5139,63.6476,29.3928,1
997.9066,46.7853,58.4648,0
1005.8685,42.9622,73.7066,0
1031.3939,30.9532,28.7570,0
1044.0469,57.3829,-77.0515,0
991.1323,51.3594,-60.6363,0
979.7998,116.3724,-32.5442,1
987.1830,56.6882,-36.5235,0
997.7520,38.3699,-71.5961,0
1044.2537,37.1255,44.1184,0
1032.2853,54.2986,-70.4444,0
995.1848,43.4771,45.4967,0
982.5290,51.7464,-13.1130,0
1054.9918,49.1814,34.7503,0
986.7195,61.4093,65.0356,0
1012.4874,59.8705,44.6672,0
771.4151,56.6498,63.5947,1
1023.3651,33.5574,60.2768,0
1016.8309,46.5312,10.1813,0
1005.7135,34.1251,11.1248,0
1060.6021,33.9013,50.9062,0
998.3829,42.5306,-59.4081,0
1061.6451,29.7293,-3.1337,0
1020.0724,100.1135,28.3182,1
1015.7850,51.9309,11.4065,0
1244.1779,56.1224,40.6856,1
1007.7901,41.7937,-54.2509,0
972.1393,38.1032,30.3475,0
983.0908,33.3924,4.9635,0
984.2742,117.5953,47.3567,1
867.7988,50.0333,54.6602,1
1153.3335,51.7860,-7.5948,1
1048.0717,105.2861,-63.1735,1
828.3224,56.9757,-49.6421,1
999.7417,60.7338,2.8512,0
998.4045,53.6984,-56.1343,0
1000.4220,28.3006,11.0383,0
962.5375,45.0390,-19.9986,0
1012.6008,45.0903,-13.0643,0
966.9775,55.0929,-50.5231,0
978.8537,42.3863,-48.1099,0
963.9471,53.0181,17.8894,0
994.2577,29.0385,-22.3314,0
776.7119,64.8978,-73.0967,1
991.1175,32.7032,9.6350,0
1048.6195,43.2197,58.1375,0
1037.0106,53.5593,26.9570,0
804.3213,52.4911,41.3772,1
1202.1425,46.1838,-29.6981,1
980.5732,35.1266,40.4601,0
1020.2424,48.5437,64.5305,0
1043.1663,39.2108,-3.1748,0
1031.5703,45.5015,65.4843,0
999.3981,43.3565,11.5081,0
958.9741,108.7996,-17.2378,1
997.2492,61.5092,76.6353,0
1016.9200,54.6493,-10.6472,0
975.3846,40.5904,-75.6960,0
1162.2102,66.4383,33.0661,1
1056.1226,44.7152,75.0316,0
1170.9454,66.5241,55.0001,1
960.8016,29.7167,-53.9999,0
964.9647,40.1535,-27.9767,0
979.9680,121.1459,73.0344,1
1050.4890,85.7179,66.8594,1
972.5563,49.7042,-56.4675,0
1225.2090,44.0090,-68.9821,1
1023.1190,59.5390,-0.0961,0
975.0187,59.9980,-16.2773,0
960.9376,60.2157,1.6351,0
996.5585,32.0612,-9.8650,0
1060.8311,30.3517,-33.5461,0
1003.9665,38.5491,45.3134,0
1062.4370,61.6915,16.1005,0
1222.2571,57.1135,-78.4899,1
960.0529,52.9259,20.5057,0
1022.7991,40.8088,-10.2984,0
826.7942,65.1307,-73.9801,1
750.7133,66.1384,65.6825,1
971.5131,109.5146,21.7135,1
953.4947,40.6053,7.6199,0
992.4068,84.5155,-20.7259,1
1019.4472,41.0685,-53.6264,0
1009.1962,38.2545,48.2692,0
1210.8605,57.9413,65.1790,1
1051.3433,38.9948,23.2069,0
1046.2079,44.0957,-39.0163,0
1197.6265,54.7762,-75.0633,1
778.5524,57.0453,68.2154,1
1051.0187,55.6219,-70.1805,0
1013.9708,54.9896,-12.0535,0
765.1101,48.8034,27.1506,1
1213.9744,59.9035,-19.2916,1
999.2917,42.6568,-16.2997,0
1022.5673,29.9047,-26.6236,0
1009.3307,29.2228,-16.2235,0
1013.1340,39.3662,17.3925,0
989.8118,56.1081,9.6160,0
1053.5197,100.4223,31.9753,1
1133.3030,57.4175,-52.6189,1
1003.2761,122.0681,-40.4390,1
1043.1021,32.6421,-77.5109,0
943.0522,54.0095,0.6851,0
1005.6623,59.2752,48.4095,0
983.4551,53.9058,51.2306,0
1003.6262,92.2510,52.2230,1
1022.0571,41.2674,-17.1135,0
1031.7096,48.7761,36.5194,0
964.4110,46.9691,-10.3088,0
987.6537,124.4041,36.1036,1
1174.0458,54.2870,38.3821,1
1002.7829,58.0197,14.8861,0
804.4225,62.1057,-10.1081,1
1035.4468,51.2795,64.2489,0
1004.5177,42.9220,-49.6780,0
1009.2283,54.0093,25.7814,0
1007.2309,43.6298,6.9260,0
996.7461,29.3873,49.0611,0
867.6393,51.3521,-0.1869,1
997.2828,41.9451,27.8673,0
991.5521,31.6134,35.8837,0
984.3917,126.5867,-23.7794,1
1026.8765,55.6794,-16.1043,0
1039.5198,37.5265,-46.0089,0
1164.4116,43.4712,14.4509,1
802.5638,48.3488,-1.5586,1
1001.7279,33.2390,34.9675,0
1035.4542,33.2052,-24.1902,0
998.0707,47.5480,-53.1234,0
991.6626,125.8747,-60.0390,1
1035.8555,105.9440,70.3785,1
834.6221,64.1694,40.0219,1
969.6655,28.8843,-51.6784,0
997.8251,31.7363,-67.6917,0
983.8941,72.4975,-1.9224,1
1018.0493,30.3857,52.8311,0
1213.5197,63.6942,22.6930,1
782.8925,65.7330,19.6254,1
1154.6743,52.4564,-32.3223,1
1140.5255,42.6995,47.8202,1
990.8896,124.9363,-3.2141,1
1008.0561,33.2900,60.0557,0
1012.1086,50.2102,35.1783,0
963.9399,92.5566,13.9241,1
1014.8276,61.3533,49.7623,0
1045.4979,53.4268,71.3599,0
960.4050,110.7735,6.9965,1
973.0308,107.7204,-45.4197,1
934.8278,52.2832,30.5029,0
989.4766,54.5480,-64.1637,0
1040.8008,41.4314,-63.4462,0
931.5922,40.5378,-71.1767,0
981.5607,75.6230,-73.8708,1
1140.6315,51.1584,59.2078,1
814.9536,50.1296,-8.6148,1
1016.0209,47.5186,50.6809,0
845.3568,45.7245,47.4397,1
962.3580,38.6753,-47.6287,0
1022.6622,41.8440,18.0125,0
1007.2771,53.2951,34.8217,0
1060.6450,56.6068,64.1379,0
995.5585,33.3243,45.0197,0
995.0541,74.6500,42.5543,1
962.0009,29.6820,-70.3259,0
1000.4125,51.9118,36.2431,0
955.2442,38.4999,71.3181,0
1151.0988,56.0162,0.8377,1
999.8350,57.8723,-0.5411,0
989.5565,55.8942,-7.2597,0
824.0811,53.6722,-35.9687,1
1002.4799,36.1642,-36.4221,0
1012.0626,32.6969,34.1407,0
957.6205,119.8079,54.0751,1
964.1451,46.0023,24.7789,0
978.3427,45.6766,7.3995,0
1008.9991,42.0180,50.1844,0
1153.2563,45.8598,-46.8756,1
976.7029,86.7198,70.9893,1
987.6467,61.8668,7.8372,0
1053.6572,35.2926,-75.4155,0
1024.1202,126.2184,-32.6778,1
990.6479,58.9089,-55.3101,0
1027.4365,28.3783,-52.4561,0
978.5782,129.1367,-32.0436,1
1033.8843,28.8099,44.0047,0
992.0652,33.1932,-59.9498,0
948.8682,58.8503,19.0493,0
959.6964,49.7645,-2.8741,0
1019.0884,45.6427,-8.3749,0
1041.5443,46.2455,-30.3704,0
1013.7137,46.1981,-59.6175,0
813.3540,43.3553,37.0851,1
995.8226,85.1406,40.8294,1
1190.0269,61.4224,-8.1025,1
985.5594,126.1331,-54.2270,1
980.5812,89.4833,-64.4277,1
956.2367,40.4421,-19.8335,0
962.1292,49.6720,-48.6202,0
1050.4701,28.5511,-77.7662,0
1058.0330,38.5784,50.4314,0
998.9102,48.0315,-67.2934,0
1191.2556,65.9183,-27.0932,1
1015.6138,98.0866,34.0944,1
1033.8420,44.1891,-70.3574,0
861.5812,46.0675,-13.9559,1
1053.6748,51.2784,75.2238,0
893.5358,30.6991,65.9771,0
992.6871,61.9427,-64.2866,0
1063.7142,60.3986,69.7981,0
1010.9158,47.5686,-22.2938,0
1192.1880,52.1768,-45.3248,1
1024.2697,30.0516,-28.9361,0
1044.6757,51.4090,-22.9033,0
1032.8878,34.7642,-60.6630,0
1021.3168,54.3288,45.5281,0
1016.3324,74.7842,49.1890,1
962.6808,101.5969,-73.4193,1
1234.5588,52.1677,25.4661,1
779.3512,54.9763,-42.8145,1
969.8706,59.3031,33.2507,0
843.5382,63.4215,-28.7677,1
1005.1171,116.8819,-1.5370,1
941.3453,46.3566,-36.5612,0
992.7935,37.8939,-78.9717,0
756.0282,56.9412,-71.8084,1
1026.3729,52.5795,42.9370,0
977.2428,46.6986,-79.5546,0
956.5255,56.5180,-35.9972,0
1000.6863,38.2723,74.4943,0
935.9250,45.2738,-76.3707,0
823.7822,60.0384,52.0839,1
988.4890,28.8910,-29.3082,0
1018.8023,32.9448,-57.6293,0
1008.4930,117.2826,78.9708,1
1041.0258,35.8702,64.7903,0
1217.9955,50.8364,74.2480,1
973.4196,46.3204,-45.5601,0
1012.2461,56.7129,37.4627,0
1013.4951,93.2735,-30.0191,1
1093.0012,45.0434,66.7169,0
1002.9097,54.1654,-44.4006,0
1045.7679,32.7668,-34.5376,0
1018.2859,57.2608,-10.4257,0
1210.0593,62.5286,28.4686,1
1040.9968,54.5127,-18.2902,0
1027.1606,33.3972,-19.8938,0
1032.8077,33.7853,39.4169,0
995.7533,48.7254,-16.6085,0
1043.7089,29.6892,16.2245,0
1017.3907,52.0558,-45.4907,0
1217.7479,52.1769,-19.6499,1
976.5280,34.1640,10.2895,0
1023.0045,47.2766,37.0965,0
1175.6189,66.6111,13.3214,1
838.8705,48.5149,63.9035,1
1237.3663,64.2122,56.7924,1
1034.8025,38.3800,47.6397,0
835.6773,55.5914,-12.8547,1
1005.8452,38.1275,-47.8471,0
1016.4014,43.8564,3.9297,0
1003.0814,30.6135,26.4837,0
1040.5250,29.5639,20.3427,0
993.2699,36.2481,-23.1723,0
962.0727,56.7378,32.5545,0
1031.4624,101.3467,11.8461,1
1006.6282,60.6637,-54.0372,0
955.8721,90.1483,41.8783,1
795.3150,45.6256,-33.2713,1
1026.8748,52.2969,-23.9548,0
1033.9584,31.8181,-79.2323,0
966.2490,124.4217,13.2727,1
1061.8096,35.8249,-47.7991,0
969.0407,60.4984,23.9215,0
1053.3080,57.3048,-8.1370,0
974.6408,51.1342,77.2388,0
1143.5612,65.0032,34.5681,1
827.1711,49.2480,-70.5420,1
1021.0046,30.9978,79.8816,0
1055.7756,44.5243,2.8642,0
984.1931,38.5961,-8.8188,0
995.4478,55.2790,-75.1510,0
959.3433,35.4041,-41.9931,0
1027.1433,32.5193,-28.9617,0
1185.2784,44.7972,-53.9215,1
1050.9575,123.4134,-60.4283,1
980.2551,95.5501,-8.4415,1
1153.2765,63.1893,-37.9487,1
1019.7556,120.6695,-4.7134,1
794.0289,44.6880,-51.2629,1
799.0211,50.9008,39.4004,1
1019.9097,45.8358,-44.8338,0
811.5550,50.4892,15.7492,1
997.0170,32.3895,10.5929,0
1012.5830,107.4714,-73.3877,1
1196.8395,53.5074,-53.0380,1
1018.2630,125.7953,26.0125,1
1050.3712,31.0555,-68.8386,0
974.8140,98.4862,-39.2975,1
967.0678,100.6993,72.2585,1
1047.4137,36.3332,42.6169,0
828.9052,60.7828,-32.2370,1
1025.6597,51.4238,-69.5731,0
1169.4100,54.1445,14.3339,1
1004.4769,52.6693,-73.5273,0
996.0755,125.5427,-39.7264,1
999.9545,60.5664,68.4033,0
1080.9973,59.0736,-42.1262,0
969.3282,51.8506,9.1382,0
951.0298,57.4205,32.4760,0
790.7015,57.6955,-4.8602,1
1158.2670,67.8519,-19.3839,1
941.8853,57.1058,51.0429,0
927.2729,53.9779,44.7255,0
957.2172,76.6077,-49.9611,1
761.7872,63.2838,-71.5261,1
819.5464,66.7728,-20.7763,1
1030.0662,36.2857,-64.3027,0
1004.5153,128.2555,65.6903,1
1138.0487,47.9986,-39.2175,1
1004.6845,31.5813,-32.1539,0
831.2491,55.6990,46.1592,1
1018.4518,81.7176,9.2952,1
969.5208,40.6942,42.0278,0
1203.9233,56.5065,-70.9287,1
994.7814,38.9324,-1.0490,0
998.6470,127.3602,-44.3423,1
867.1362,65.6834,22.7019,1
994.5932,55.1032,-67.2966,0
1005.2850,54.9088,44.4702,0
1016.4933,61.5136,-63.3166,0
1021.1018,54.5184,-51.9124,0
989.6436,52.3412,4.9215,0
1047.8311,128.4865,58.9746,1
940.5242,43.7961,-56.0961,0
1003.8398,55.0032,6.8483,0
995.1127,34.3458,-33.0976,0
863.5464,45.5851,-48.8887,1
947.1901,32.9239,-49.1545,0
1030.5162,98.9001,60.1185,1
975.7404,57.2562,6.3674,0
1247.5605,61.6214,10.3712,1
998.0753,32.8933,-50.5802,0
963.9709,42.0852,26.2111,0
1144.5713,51.5404,8.6254,1
864.2311,45.2628,64.0892,1
985.0656,41.5493,54.4298,0
1042.9144,43.3771,-26.7442,0
989.0956,72.1481,36.0070,1
943.7747,45.6410,53.3052,0
987.4818,49.2299,-27.4710,0
971.5342,73.6926,-47.6936,1
988.0860,34.4270,2.6047,0
1027.7074,98.3323,-59.8645,1
942.6231,57.6129,57.2732,0
966.6394,38.0328,21.7555,0
824.7328,53.9793,37.2746,1
953.3795,118.7023,-75.5653,1
1226.8724,65.8722,58.7866,1
993.7452,33.4204,63.8026,0
1014.0091,28.6083,23.7729,0
1061.2832,48.2315,39.2303,0
995.0443,28.8038,54.4525,0
1004.0386,60.4335,70.4747,0
1030.1876,51.2399,-41.4016,0
1006.3448,96.7204,18.7697,1
1016.8789,37.6392,67.4508,0
1028.2637,33.0508,-51.6959,0
977.7441,55.4508,49.7052,0
1174.1558,41.4438,-68.6320,1
990.7945,116.3777,68.8154,1
1008.6105,38.9566,50.1018,0
993.9062,75.6474,0.6398,1
996.0447,61.0047,-72.7609,0
1019.9734,56.5407,5.6104,0
991.3445,44.8059,16.5594,0
1174.5217,52.1615,33.2760,1
989.3043,60.5004,-14.8140,0
933.2093,38.9770,1.4378,0
1037.9025,57.4554,-59.8549,0
952.3954,36.8733,-16.9417,0
940.8583,28.2625,57.9227,0
962.5934,60.8803,-10.9224,0
1021.7143,32.0245,-71.4252,0
1026.0873,103.0139,-30.8109,1
972.6945,86.8859,70.0580,1
1015.3461,54.4743,31.4481,0
966.5297,28.8278,-42.0823,0
957.2063,31.9793,47.9996,0
950.6577,72.7927,24.6382,1
1002.6993,61.0510,3.0974,0
1015.9590,30.6481,65.3114,0
1029.8370,121.8670,-53.2951,1
1002.1730,33.2535,50.3222,0
999.7916,42.7714,62.0405,0
1201.6912,54.3490,5.9709,1
1143.2734,61.8726,-48.7013,1
991.5520,56.9253,63.4807,0
750.7516,67.6039,61.8761,1
1054.0210,47.5231,31.3127,0
838.8615,50.7295,0.6424,1
999.2410,58.7415,-48.4005,0
1005.1857,47.1161,69.5618,0
1034.8394,37.7096,13.2235,0
951.2511,83.1293,8.0948,1
1026.4866,61.3189,-60.4805,0
990.0373,40.5054,-36.8506,0
956.7323,30.8301,-25.9635,0
1018.8078,52.0651,29.0274,0
961.2094,58.3853,-64.1615,0
991.0186,106.6010,19.2071,1
984.1996,43.3463,-32.9792,0
989.3679,58.8116,69.5941,0
966.5411,34.0796,68.7811,0
989.5004,31.8898,8.4953,0
988.7067,34.9729,42.1477,0
974.6589,40.7834,-37.2777,0
1207.9485,42.2668,40.7989,1
1075.0579,51.6782,-58.3445,0
978.8016,112.1581,-38.8257,1
1043.9884,31.7654,1.8591,0
957.9219,42.6605,-76.9045,0
